x,y,z
-0.0033328444696962833,0.003031511791050434,0.014200156554579735
-0.0008229456143453717,-0.015867386013269424,0.003340679919347167
0.016633959487080574,0.004494201857596636,0.04336589202284813
0.019575191661715508,0.009589330293238163,0.0630691647529602
0.020371275022625923,0.014474410563707352,0.0773247703909874
-0.01327564101666212,0.028113840147852898,0.02129318192601204
-0.00789546687155962,0.012681686319410801,0.02049596607685089
-0.00063464289996773,0.015320830047130585,0.030015863478183746
0.00090962671674788,-0.005553692113608122,0.012666316702961922
-0.00015111442189663649,-0.017632385715842247,-0.005822421051561832
0.00042672298150137067,0.010578084737062454,0.01987231895327568
-0.00871160626411438,0.004300805740058422,0.015005738474428654
-0.007666692137718201,0.00019133713794872165,0.006020852830260992
-0.007003894075751305,-0.00954973604530096,-0.006102123763412237
-0.004429955501109362,-0.020650450140237808,0.0030214902944862843
-0.005531257949769497,-0.027819348499178886,0.049400683492422104
-0.0005703896749764681,-0.020039860159158707,0.11760745942592621
0.006369686219841242,0.04634598642587662,0.2522316873073578
0.013922890648245811,0.05720091611146927,0.34736043214797974
0.02840467169880867,0.04656311869621277,0.4562925398349762
0.027916153892874718,0.033951036632061005,0.5437198281288147
-0.007964211516082287,0.03628082573413849,0.5914056301116943
-0.01113788690418005,-0.0007933719316497445,0.6695037484169006
-0.02428077906370163,-0.014571268111467361,0.736677348613739
-0.02769191563129425,-0.02973586693406105,0.8041913509368896
-0.02144199050962925,-0.030312586575746536,0.8963994979858398
-0.008514227345585823,0.015901587903499603,0.993781566619873
0.008024023845791817,0.022609049454331398,1.057686448097229
0.019770430400967598,0.03789738938212395,1.1006962060928345
0.02809140458703041,0.029640376567840576,1.096190094947815
0.03571567311882973,0.019554773345589638,1.0792769193649292
0.049407534301280975,0.003308340907096863,1.0727225542068481
0.04609593376517296,-0.008557611145079136,1.0693390369415283
0.0394413024187088,-0.017885847017169,1.0723668336868286
0.028665782883763313,-0.02256997860968113,1.076965093612671
-0.038001783192157745,-0.018798764795064926,1.0270603895187378
-0.05758439004421234,-0.006764270830899477,1.0314735174179077
-0.07187550514936447,0.008041473105549812,1.057652473449707
-0.008015692234039307,-0.012668885290622711,1.094772219657898
0.00825570523738861,-0.01469859853386879,1.1293308734893799
0.010974126867949963,-0.013522873632609844,1.1216535568237305
0.014887970872223377,-0.013947324827313423,1.0977792739868164
0.005968580488115549,-0.018088379874825478,1.0825961828231812
-0.03811274841427803,-0.03405458852648735,1.021401286125183
-0.04368067905306816,-0.005646710284054279,1.0505805015563965
-0.03514418751001358,-0.009646717458963394,1.0830538272857666
0.0005726423114538193,-0.002801453461870551,1.1144773960113525
-0.01500751357525587,-0.012768248096108437,1.0872714519500732
-0.015687523409724236,-0.012493039481341839,1.0680902004241943
-0.01799260824918747,0.024799294769763947,1.0913840532302856
-0.023494817316532135,0.024657122790813446,1.1086950302124023
