Time interval 1, 2.9295434951782227
Time interval 2, 0.01407623291015625
Time interval 3, 0.06366705894470215
Time interval 4, 0.08958768844604492
Time interval 5, 0.011054754257202148
Time interval 6, 0.08566856384277344
Time interval 7, 0.033892154693603516
Time interval 8, 0.013219833374023438
Time interval 9, 0.0270843505859375
Time interval 10, 0.015019655227661133
Time interval 11, 0.008115053176879883
Time interval 12, 0.07047462463378906
Time interval 13, 0.08897185325622559
Time interval 14, 0.03787684440612793
Time interval 15, 0.040552377700805664
Time interval 16, 0.12320756912231445
Time interval 17, 0.07586383819580078
Time interval 18, 0.005526542663574219
Time interval 19, 0.04044032096862793
Time interval 20, 0.14499282836914062
Time interval 21, 0.04531669616699219
Time interval 22, 0.0344080924987793
Time interval 23, 0.007233381271362305
Time interval 24, 0.08136796951293945
Time interval 25, 0.012149333953857422
Time interval 26, 0.013006925582885742
Time interval 27, 0.019869089126586914
Time interval 28, 0.10465788841247559
Time interval 29, 0.05829262733459473
Time interval 30, 0.04425048828125
Time interval 31, 0.07478213310241699
Time interval 32, 0.041692495346069336
Time interval 33, 0.05093741416931152
Time interval 34, 0.06180000305175781
Time interval 35, 0.01671767234802246
Time interval 36, 0.027615785598754883
Time interval 37, 0.04684591293334961
Time interval 38, 0.052884578704833984
Time interval 39, 0.03971099853515625
Time interval 40, 0.09425544738769531
Time interval 41, 0.009868621826171875
Time interval 42, 0.0202333927154541
Time interval 43, 0.02836751937866211
Time interval 44, 0.11722230911254883
Time interval 45, 0.05352663993835449
Time interval 46, 0.047415733337402344
Time interval 47, 0.058220863342285156
Time interval 48, 0.022578716278076172
Time interval 49, 0.026711702346801758
Time interval 50, 0.02311253547668457
Time interval 51, 0.010919570922851562
Time interval 52, 0.012809991836547852
Time interval 53, 0.0214688777923584
Time interval 54, 0.09752035140991211
Time interval 55, 0.09945511817932129
Time interval 56, 0.10247159004211426
Time interval 57, 0.09954309463500977
Time interval 58, 0.09947991371154785
Time interval 59, 0.09986472129821777
Time interval 60, 0.09896111488342285
Time interval 61, 0.10783791542053223
Time interval 62, 0.09401702880859375
Time interval 63, 0.09697341918945312
Time interval 64, 0.10265088081359863
Time interval 65, 0.09983420372009277
Time interval 66, 0.0980832576751709
Time interval 67, 0.09933829307556152
Time interval 68, 0.10000824928283691
Time interval 69, 0.10174131393432617
Time interval 70, 0.09804320335388184
Time interval 71, 0.10184669494628906
Time interval 72, 0.10815691947937012
Time interval 73, 0.09424471855163574
Time interval 74, 0.09862327575683594
Time interval 75, 0.09760880470275879
Time interval 76, 0.09943866729736328
Time interval 77, 0.10128951072692871
Time interval 78, 0.10057878494262695
Time interval 79, 0.09832286834716797
Time interval 80, 0.09976816177368164
Time interval 81, 0.10174679756164551
Time interval 82, 0.09772086143493652
Time interval 83, 0.1008148193359375
Time interval 84, 0.0997464656829834
Time interval 85, 0.09971475601196289
Time interval 86, 0.10145759582519531
Time interval 87, 0.09801530838012695
Time interval 88, 0.10077786445617676
Time interval 89, 0.12494492530822754
Time interval 90, 0.07378649711608887
Time interval 91, 0.10173177719116211
Time interval 92, 0.09927916526794434
Time interval 93, 0.09971284866333008
Time interval 94, 0.1012568473815918
Time interval 95, 0.10210943222045898
Time interval 96, 0.13558721542358398
Time interval 97, 0.07173013687133789
Time interval 98, 0.0893399715423584
Time interval 99, 0.09972143173217773
Time interval 100, 0.10313653945922852
Time interval 101, 0.09578108787536621
Time interval 102, 0.10138177871704102
Time interval 103, 0.09958863258361816
Time interval 104, 0.09995508193969727
Time interval 105, 0.09969186782836914
Time interval 106, 0.10411405563354492
Time interval 107, 0.09644007682800293
Time interval 108, 0.10179018974304199
Time interval 109, 0.09896349906921387
Time interval 110, 0.09968233108520508
Time interval 111, 0.09862089157104492
Time interval 112, 0.1015465259552002
Time interval 113, 0.0995168685913086
Time interval 114, 0.1796433925628662
Time interval 115, 0.03590798377990723
Time interval 116, 0.08247232437133789
Time interval 117, 0.10164999961853027
Time interval 118, 0.09864592552185059
Time interval 119, 0.11930322647094727
Time interval 120, 0.08326458930969238
Time interval 121, 0.09952163696289062
Time interval 122, 0.0979158878326416
Time interval 123, 0.10680675506591797
Time interval 124, 0.09442877769470215
Time interval 125, 0.09935593605041504
Time interval 126, 0.1010136604309082
Time interval 127, 0.10481381416320801
Time interval 128, 0.09301424026489258
Time interval 129, 0.10210323333740234
Time interval 130, 0.09826326370239258
Time interval 131, 0.10004043579101562
Time interval 132, 0.10039901733398438
Time interval 133, 0.1003882884979248
Time interval 134, 0.10199928283691406
Time interval 135, 0.13919782638549805
Time interval 136, 0.05760598182678223
Time interval 137, 0.10075974464416504
Time interval 138, 0.09939217567443848
Time interval 139, 0.1090998649597168
Time interval 140, 0.09130191802978516
Time interval 141, 0.09977507591247559
Time interval 142, 0.12356042861938477
Time interval 143, 0.07571029663085938
Time interval 144, 0.1031496524810791
Time interval 145, 0.10148215293884277
Time interval 146, 0.1024174690246582
Time interval 147, 0.09275078773498535
Time interval 148, 0.10161781311035156
Time interval 149, 0.1043243408203125
Time interval 150, 0.09619808197021484
Time interval 151, 0.09709930419921875
Time interval 152, 0.1026144027709961
Time interval 153, 0.09829020500183105
Time interval 154, 0.10378742218017578
Time interval 155, 0.10092997550964355
Time interval 156, 0.09443831443786621
Time interval 157, 0.10202860832214355
Time interval 158, 0.09840536117553711
Time interval 159, 0.09979438781738281
Time interval 160, 0.1106722354888916
Time interval 161, 0.08978652954101562
Time interval 162, 0.09831595420837402
Time interval 163, 0.10022521018981934
Time interval 164, 0.10091805458068848
